,fire_name,fire_year,fire_size,fire_type,avg_dis_from_odessa,distance_category,smoke_density_estimate
1552,No Fire Name Provided (2),1965,0.13113133848737588,Wildfire,293.98197811111305,6.0,3.4847836201218396e-05
1553,No Fire Name Provided (2),1965,0.13112822457719528,Wildfire,317.83681493317243,7.0,3.2231610888900145e-05
1554,No Fire Name Provided (2),1965,0.13112799756663573,Wildfire,322.96783738282124,7.0,3.171948913832718e-05
1555,No Fire Name Provided (2),1965,0.13112737474716235,Wildfire,333.4098820552363,7.0,3.0725922366106935e-05
1556,No Fire Name Provided (2),1965,0.1311271586256682,Wildfire,321.53172228154676,7.0,3.1860959767633685e-05
1557,No Fire Name Provided (2),1965,0.13112386154781927,Wildfire,317.07492102872976,7.0,3.230798465607811e-05
1558,No Fire Name Provided (2),1965,0.13112146165331504,Wildfire,323.7504865689768,7.0,3.164123180238905e-05
1559,No Fire Name Provided (2),1965,0.13112094230987506,Wildfire,321.7698696804204,7.0,3.183586961741658e-05
1660,No Fire Name Provided (2),1966,4994.714630506638,Wildfire,403.84727409041193,9.0,1.4493551357522787
1777,Masterson (3),1966,214.93010385497513,Wildfire,202.27898625097728,5.0,0.12451674794461363
1821,No Fire Name Provided (2),1966,45.06553924566122,Wildfire,318.6201870671923,7.0,0.016574963215488965
1872,No Fire Name Provided (4),1966,8.829335395476793,Wildfire,317.42501099932883,7.0,0.003259628906997579
1873,No Fire Name Provided (2),1966,4.882593918881227,Wildfire,354.38379239186236,8.0,0.0016145743319892093
1874,No Fire Name Provided (2),1966,4.840589929607832,Wildfire,354.2212483958136,8.0,0.0016014189858595223
1875,No Fire Name Provided (2),1966,4.8397796059448,Wildfire,394.75570216437904,8.0,0.0014367409247339666
1876,No Fire Name Provided (2),1966,4.839530423334489,Wildfire,406.1714467996701,9.0,0.0013962883800747047
1877,No Fire Name Provided (2),1966,4.839461654053721,Wildfire,406.42323559249786,9.0,0.0013954035176105195
1878,No Fire Name Provided (2),1966,4.839398261935997,Wildfire,370.3089313183119,8.0,0.0015314699048755583
1879,No Fire Name Provided (2),1966,4.839376624935182,Wildfire,370.85273714399887,8.0,0.0015292173723781529
1880,No Fire Name Provided (2),1966,4.8393330307304945,Wildfire,406.70103601659395,9.0,0.0013944133142448916
1894,66.001 (3),1966,1.7000600686470015,Wildfire,352.74252326771153,8.0,0.0005647909626800777
1897,66.003 (3),1966,1.4395746426639668,Wildfire,355.77064322872326,8.0,0.00047418233248865084
1902,66.004 (3),1966,0.8020473292540876,Wildfire,350.86922533646265,7.0,0.00026787735888444665
1918,No Fire Name Provided (2),1966,0.131128237337623,Wildfire,325.6674393694979,7.0,4.718491459494042e-05
1919,No Fire Name Provided (2),1966,0.13112792531465048,Wildfire,337.09779754776696,7.0,4.558485359321623e-05
1920,No Fire Name Provided (2),1966,0.13112760026960898,Wildfire,314.73584154741695,7.0,4.882353271570356e-05
1921,No Fire Name Provided (2),1966,0.13112745445041812,Wildfire,320.48454225614256,7.0,4.794770587133944e-05
1922,No Fire Name Provided (2),1966,0.1311266833892255,Wildfire,317.85996534165486,7.0,4.834332688974571e-05
1923,No Fire Name Provided (2),1966,0.1311264855800576,Wildfire,304.0515803590331,7.0,5.053874415244913e-05
1924,No Fire Name Provided (2),1966,0.13112640760395547,Wildfire,300.10895534306496,6.0,5.120265696011202e-05
1925,No Fire Name Provided (2),1966,0.1311255829794427,Wildfire,303.3541796436791,7.0,5.065458228877126e-05
1926,No Fire Name Provided (2),1966,0.13112540994418526,Wildfire,312.69902751053553,7.0,4.914073158515495e-05
1927,No Fire Name Provided (2),1966,0.13112491678634222,Wildfire,315.3711999386798,7.0,4.8724173890600205e-05
1928,No Fire Name Provided (2),1966,0.13112438734826193,Wildfire,315.9065634650094,7.0,4.864140514787511e-05
1929,No Fire Name Provided (2),1966,0.1311239829116379,Wildfire,319.23183068173705,7.0,4.813458518419808e-05
1930,No Fire Name Provided (2),1966,0.13112254562101966,Wildfire,321.82436436708724,7.0,4.7746302071263266e-05
1931,No Fire Name Provided (2),1966,0.13112252905387545,Wildfire,320.2082499703827,7.0,4.798727507777292e-05
1932,No Fire Name Provided (2),1966,0.13112248673198743,Wildfire,330.3310519159127,7.0,4.651671807655625e-05
1933,No Fire Name Provided (2),1966,0.13112185285958333,Wildfire,332.1782534690993,7.0,4.62578208281531e-05
1934,No Fire Name Provided (2),1966,0.1311218495114728,Wildfire,322.234168191302,7.0,4.768532718263267e-05
1935,No Fire Name Provided (2),1966,0.13112169376461258,Wildfire,320.0296664282673,7.0,4.8013747161420396e-05
1936,No Fire Name Provided (2),1966,0.13112139865196829,Wildfire,323.69299132222267,7.0,4.7470255200031623e-05
1937,No Fire Name Provided (2),1966,0.13112123625035188,Wildfire,320.551552593083,7.0,4.793540929310002e-05
1938,No Fire Name Provided (2),1966,0.13112080563714826,Wildfire,321.7776174417993,7.0,4.775260483548874e-05
1939,No Fire Name Provided (2),1966,0.13112022283508984,Wildfire,325.67249939738076,7.0,4.718129759779978e-05
1940,No Fire Name Provided (4),1966,0.131119205529132,Wildfire,319.841289378281,7.0,4.804111416575775e-05
1941,No Fire Name Provided (2),1966,0.13111778761130202,Wildfire,324.76185496466974,7.0,4.731271699803237e-05
1942,No Fire Name Provided (2),1966,0.13111744007189727,Wildfire,325.6098602623053,7.0,4.718937257012868e-05
1943,No Fire Name Provided (2),1966,0.13111633382028567,Wildfire,331.1821357735638,7.0,4.6395000544565104e-05
1944,No Fire Name Provided (2),1966,0.13111600871428386,Wildfire,343.6517909442375,7.0,4.4711413343684156e-05
1945,No Fire Name Provided (2),1966,0.13111504632620138,Wildfire,342.48983452187696,7.0,4.486277530777417e-05
1946,No Fire Name Provided (2),1966,0.1311143018433483,Wildfire,327.5141757438733,7.0,4.6913869338233686e-05
2013,No Fire Name Provided (2),1967,4995.459296232634,Wildfire,365.7827681503734,8.0,2.1338908855199783
2014,No Fire Name Provided (2),1967,4995.050851550133,Wildfire,376.91795761629123,8.0,2.0706805812347278
2024,Danley (3),1967,3282.3798911178014,Wildfire,208.37293875178,5.0,2.4613170071863535
2038,Gavilan (3),1967,1811.222480989922,Wildfire,218.16063828619525,5.0,1.297225360531883
2087,Whitehorse (2),1967,382.66408655426557,Wildfire,593.0831023836778,12.0,0.10081430963687074
2132,No Fire Name Provided (2),1967,99.99950466443939,Wildfire,330.2722458497046,7.0,0.04730922080243162
2146,No Fire Name Provided (2),1967,45.06266016002669,Wildfire,321.5241403023856,7.0,0.021898948686659248
2149,Cueva (2),1967,39.81753909499415,Wildfire,376.1533017324594,8.0,0.016539773690509563
2189,No Fire Name Provided (2),1967,4.842432807712801,Wildfire,308.41882924107153,7.0,0.0024532552959460044
2190,No Fire Name Provided (2),1967,4.842421483092821,Wildfire,315.8618739437695,7.0,0.002395440599671583
2191,No Fire Name Provided (2),1967,4.842393963927225,Wildfire,308.3308839529756,7.0,0.0024539353540043813
2192,No Fire Name Provided (2),1967,4.842371748403158,Wildfire,317.2690245844741,7.0,0.0023847918550477356
2193,No Fire Name Provided (2),1967,4.842114168966278,Wildfire,329.95207565889973,7.0,0.00229300069529832
2194,No Fire Name Provided (2),1967,4.842110909428976,Wildfire,331.9700595707387,7.0,0.0022790604386931455
2195,No Fire Name Provided (2),1967,4.842102175834923,Wildfire,328.04489895147293,7.0,0.00230632595535688
2196,No Fire Name Provided (2),1967,4.841902812338517,Wildfire,336.92491912956916,7.0,0.0022454477881374887
2197,No Fire Name Provided (2),1967,4.84116758420207,Wildfire,362.9713936491578,8.0,0.0020840001395887654
2198,No Fire Name Provided (2),1967,4.84053868776226,Wildfire,357.3132163676706,8.0,0.0021167259852616126
2199,No Fire Name Provided (2),1967,4.840518203373208,Wildfire,375.7790157079381,8.0,0.0020127014486218606
2200,No Fire Name Provided (2),1967,4.840449208076632,Wildfire,373.601164225377,8.0,0.0020244053316325304
2201,No Fire Name Provided (2),1967,4.8398870819114554,Wildfire,398.30239420396447,8.0,0.0018986387417028938
2203,MALAPAI (3),1967,3.8281675105662796,Wildfire,141.04521381612935,3.0,0.004240847011694765
2206,RALPH PRUI (2),1967,3.0800740500194896,Wildfire,355.54040529688433,8.0,0.0013536058437962374
2212,67.006 (3),1967,1.2225313955366082,Wildfire,351.73347738342505,8.0,0.0005430831661905281
2260,No Fire Name Provided (2),1967,0.13112878907870548,Wildfire,316.7083026050414,7.0,6.469319915208812e-05
2261,No Fire Name Provided (2),1967,0.13112875866956128,Wildfire,320.2933155970377,7.0,6.396907941686825e-05
2262,No Fire Name Provided (2),1967,0.1311278924970563,Wildfire,313.3721556050976,7.0,6.538147322981799e-05
2263,No Fire Name Provided (2),1967,0.1311276655515764,Wildfire,311.0580212801676,7.0,6.586776852148686e-05
2264,No Fire Name Provided (2),1967,0.13112762358288646,Wildfire,313.9534031121352,7.0,6.526029334839868e-05
2265,No Fire Name Provided (2),1967,0.13112723036350632,Wildfire,309.72378993179336,7.0,6.615129483211419e-05
2266,No Fire Name Provided (2),1967,0.1311249504443215,Wildfire,317.3454868191313,7.0,6.456141447696835e-05
2267,No Fire Name Provided (2),1967,0.13112418578822055,Wildfire,317.2393166920854,7.0,6.458264455693366e-05
2268,No Fire Name Provided (2),1967,0.13112347960000048,Wildfire,319.7208367820601,7.0,6.408103986499288e-05
2269,No Fire Name Provided (2),1967,0.13112317416556943,Wildfire,318.61750231125484,7.0,6.430279509050846e-05
2270,No Fire Name Provided (2),1967,0.13112203838271158,Wildfire,321.52064172096556,7.0,6.372162728848749e-05
2271,No Fire Name Provided (2),1967,0.131121825969756,Wildfire,325.2269711672482,7.0,6.299534517153719e-05
2272,No Fire Name Provided (2),1967,0.13112080525865696,Wildfire,326.7583035489196,7.0,6.269963333494265e-05
2273,No Fire Name Provided (2),1967,0.13112052007746305,Wildfire,314.58367074204745,7.0,6.512601627979293e-05
2274,No Fire Name Provided (2),1967,0.13112034012738025,Wildfire,329.553533222803,7.0,6.216760277017583e-05
2275,No Fire Name Provided (2),1967,0.13111995713797167,Wildfire,328.4778486319975,7.0,6.237100427968512e-05
2276,No Fire Name Provided (2),1967,0.13111847300646637,Wildfire,318.50319600067354,7.0,6.43235661824161e-05
2277,No Fire Name Provided (4),1967,0.13111821928606382,Wildfire,318.854705863941,7.0,6.425253065635986e-05
2278,No Fire Name Provided (2),1967,0.131115417447066,Wildfire,336.97883337812095,7.0,6.079546234619439e-05
2279,No Fire Name Provided (2),1967,0.1311145168004555,Wildfire,336.99134659332515,7.0,6.0792787284220885e-05
2280,No Fire Name Provided (2),1967,0.13111351914543024,Wildfire,338.78936389316584,7.0,6.046968869109392e-05
2536,GREEN CANYON (2),1968,317.678515688429,Wildfire,469.16291894005514,10.0,0.1322495504026054
2554,Hostettor (2),1968,225.34856801246062,Wildfire,585.0235297422453,12.0,0.07523354181895131
2569,Yankee (3),1968,127.2147213666166,Wildfire,215.00921222446132,5.0,0.11556074742034024
2572,JOHNSON CREEK (2),1968,115.46841282191855,Wildfire,574.9811950250086,12.0,0.039222890373484406
2619,Patos (3),1968,43.77311469036861,Wildfire,231.32029786246673,5.0,0.036959300770249545
2646,POINT PICN (2),1968,22.439773691750858,Wildfire,355.9277262184278,8.0,0.012313646778055293
2650,Indian Gardens (3),1968,21.429684773141062,Wildfire,631.102999118828,13.0,0.006632016189271894
2694,No Fire Name Provided (2),1968,4.839605702600616,Wildfire,375.2671067745885,8.0,0.002518833843214926
2747,No Fire Name Provided (2),1968,0.13112846987759083,Wildfire,337.51477232581493,7.0,7.58812098696638e-05
2748,No Fire Name Provided (2),1968,0.13111554239948017,Wildfire,333.1029547751888,7.0,7.687864670003198e-05
2749,No Fire Name Provided (2),1968,0.13111450399296953,Wildfire,336.14985360827217,7.0,7.618120694161945e-05
2912,No Fire Name Provided (2),1969,349.32797569875004,Wildfire,323.4536721991431,7.0,0.25312355784288865
2926,Smokey (3),1969,254.4652314452132,Wildfire,217.96662047460742,5.0,0.2736212016780789
2949,Divide (3),1969,154.995421867165,Wildfire,226.78624583578633,5.0,0.1601819010947465
2956,Disaster (3),1969,114.99626164377092,Wildfire,214.45200821142598,5.0,0.12567962896475593
2983,No Fire Name Provided (2),1969,45.06565676525149,Wildfire,319.46933762972725,7.0,0.03306190003310346
2984,No Fire Name Provided (2),1969,45.063872381690764,Wildfire,318.23122545164364,7.0,0.03318921665989588
2985,No Fire Name Provided (2),1969,45.06082551875792,Wildfire,337.51295530112725,7.0,0.031291038803344016
2990,UNKNOWN (2),1969,38.07044735936541,Wildfire,217.3768900369593,5.0,0.041047422742749626
2991,PETERS POINT (2),1969,36.90355581898102,Wildfire,578.2911182769813,12.0,0.01495660338143215
3041,No Fire Name Provided (2),1969,4.842067901942097,Wildfire,330.0895441622076,7.0,0.0034380357832843192
3042,No Fire Name Provided (2),1969,4.840443755564702,Wildfire,355.6666086357589,8.0,0.003189725933401599
3043,No Fire Name Provided (2),1969,4.83938631679464,Wildfire,405.64267500692745,9.0,0.0027961337351386254
3045,MCKITTRICK (3),1969,3.600822649787541,Wildfire,141.3437359420542,3.0,0.005970853981742361
3049,Roaring (3),1969,2.534615061671777,Wildfire,630.2237340518344,13.0,0.0009426024013092206
3083,No Fire Name Provided (2),1969,0.13112943651214892,Wildfire,318.0107219861022,7.0,9.664284741908174e-05
3084,No Fire Name Provided (2),1969,0.13112858177112227,Wildfire,317.1381539239298,7.0,9.69081170850815e-05
3085,No Fire Name Provided (2),1969,0.13112757520086032,Wildfire,308.81451032181263,7.0,9.951936975265523e-05
3086,No Fire Name Provided (2),1969,0.13112726793248305,Wildfire,313.3506264481635,7.0,9.807848086992659e-05
3087,No Fire Name Provided (2),1969,0.13112331012008677,Wildfire,325.1760094335433,7.0,9.450889646788686e-05
3088,No Fire Name Provided (2),1969,0.13111994337139574,Wildfire,331.0368403575793,7.0,9.283328313089146e-05
3089,No Fire Name Provided (2),1969,0.13111960414554552,Wildfire,334.03628873836067,7.0,9.199945711791488e-05
3090,No Fire Name Provided (2),1969,0.13111559547497698,Wildfire,335.64554728638205,7.0,9.155556490438962e-05
3091,No Fire Name Provided (2),1969,0.13111525960367076,Wildfire,339.59432282976957,7.0,9.049073233481178e-05
3092,No Fire Name Provided (2),1969,0.13111465363820413,Wildfire,344.24203754722856,7.0,8.926857732254176e-05
3093,No Fire Name Provided (2),1969,0.13111428236396208,Wildfire,344.1023781727779,7.0,8.93045554995373e-05
3169,Cottonwood (3),1970,6755.93215950634,Wildfire,523.9161544708045,11.0,3.525993966975413
3172,Soldler (3),1970,5565.698404303485,Wildfire,539.0916482168709,11.0,2.8230277031012396
3194,Deep (3),1970,2264.5587504667697,Wildfire,511.90257351774966,11.0,1.2096350269848501
3218,Granite (3),1970,1318.7059034172455,Wildfire,551.1143592151201,12.0,0.6542809844025568
3243,Perry (3),1970,677.9238334103201,Wildfire,584.5957222436523,12.0,0.3170905826794172
3256,Blanca (3),1970,526.4166916844523,Wildfire,228.33116667741137,5.0,0.6304091825354279
3264,Flu (3),1970,469.51806506397185,Wildfire,554.3189450309334,12.0,0.2316064552128296
3272,No Fire Name Provided (2),1970,422.7157537346374,Wildfire,523.3154290994362,11.0,0.2208731722485716
3273,Malicious (3),1970,422.61180232738724,Wildfire,529.0683834002668,11.0,0.21841772883160473
3289,No Fire Name Provided (2),1970,344.20245640817683,Wildfire,529.3043115290768,11.0,0.17781426888857035
3307,Birthday (3),1970,274.027067251694,Wildfire,506.4581485646368,11.0,0.1479476170222429
3323,Mystic (3),1970,207.93463340951402,Wildfire,524.0162905815408,11.0,0.10850259303926468
3324,Yam 0218 (3),1970,205.5261901542806,Wildfire,407.2294190998312,9.0,0.13800222917228433
3347,HUNTER (2),1970,135.44313136786823,Wildfire,356.4254997756569,8.0,0.10390735583372226
3349,No Fire Name Provided (4),1970,212.24117620696504,Wildfire,530.805822541679,11.0,0.10933319521854924
3360,Spook (3),1970,108.574939023444,Wildfire,433.37278448497455,9.0,0.0685055936876726
3377,No Fire Name Provided (2),1970,95.3177487005143,Wildfire,525.3841382661801,11.0,0.049608362742561744
3382,No Fire Name Provided (2),1970,87.82176715861726,Wildfire,522.2681305084778,11.0,0.0459797622230074
3384,No Fire Name Provided (2),1970,86.25307178181141,Wildfire,528.3843259637911,11.0,0.04463573795895541
3391,No Fire Name Provided (2),1970,79.34037549780211,Wildfire,564.7562100054392,12.0,0.038414157367072294
3394,Bull (3),1970,75.18590190634772,Wildfire,412.73465302884335,9.0,0.04981080435492351
3407,Fair #0104 (3),1970,62.16507990627678,Wildfire,506.1118307905303,11.0,0.0335859843669764
3422,No Fire Name Provided (2),1970,54.63727166350906,Wildfire,572.0062073206551,12.0,0.026118386093170076
3427,Nankoweap (3),1970,49.858879013511626,Wildfire,624.1658376714855,13.0,0.021842411755692136
3429,No Fire Name Provided (6),1970,57.0583497320102,Wildfire,527.2958418785753,11.0,0.029588499027912517
3435,Rainbow (3),1970,43.11404024807092,Wildfire,647.7923508868901,13.0,0.018198725817295657
3438,No Fire Name Provided (2),1970,40.551176175838656,Wildfire,644.1479779510563,13.0,0.017213765493529792
3439,Strayhorse (3),1970,40.125481532807335,Wildfire,428.1553639089405,9.0,0.025625771113684977
3440,Mulligan (3),1970,40.120730820670715,Wildfire,411.98151890468984,9.0,0.02662865160297428
3442,No Fire Name Provided (2),1970,37.98039399999711,Wildfire,572.4526721692529,12.0,0.01814169885000323
3459,unknown (3),1970,30.971120966156658,Wildfire,352.3984405940879,8.0,0.02403150784352687
3465,No Fire Name Provided (2),1970,25.74837101804509,Wildfire,548.9521102183764,11.0,0.012825472512430864
3473,No Fire Name Provided (2),1970,21.999285706641153,Wildfire,317.09809630672794,7.0,0.018970248498720053
3474,No Fire Name Provided (2),1970,21.860114927212557,Wildfire,551.8057610943281,12.0,0.010832389940176585
3478,Late (3),1970,20.648426323660168,Wildfire,528.0210136725385,11.0,0.010692858667888789
3479,unknown (3),1970,20.556288064024656,Wildfire,371.8143728002684,8.0,0.015117382297983841
3480,No Fire Name Provided (2),1970,20.510128921522742,Wildfire,530.8735591350584,11.0,0.010564169717015603
3482,Steep (3),1970,20.101118803555007,Wildfire,417.9336547853334,9.0,0.01315136890727365
3485,No Fire Name Provided (8),1970,28.08570249328137,Wildfire,527.7269291344544,11.0,0.014552382778916316
3490,No Fire Name Provided (2),1970,18.19940347291617,Wildfire,545.5552854093631,11.0,0.00912171418775903
3496,No Fire Name Provided (2),1970,15.533499966431751,Wildfire,591.2021973377238,12.0,0.007184414090810347
3498,Sheep (3),1970,15.296340127299436,Wildfire,423.55949351035923,9.0,0.0098748654383688
3504,Fence (3),1970,14.104780971886967,Wildfire,417.7134546110006,9.0,0.009233066362662414
3507,No Fire Name Provided (2),1970,12.999680277036745,Wildfire,314.3408932979351,7.0,0.011308105790687415
3513,BEST (2),1970,12.290874358581215,Wildfire,357.1852394402646,8.0,0.009409084100706818
3514,No Fire Name Provided (2),1970,11.997254995994592,Wildfire,355.4113794907555,8.0,0.009230147379264201
3515,No Fire Name Provided (2),1970,11.84484926883583,Wildfire,588.6780304662225,12.0,0.005501863165136645
3518,Pipestem (3),1970,10.63119776729921,Wildfire,418.25229145907207,9.0,0.006950274269520263
3519,Mitchell (3),1970,10.253904482888423,Wildfire,418.97342731534854,9.0,0.006692075974855243
3529,No Fire Name Provided (2),1970,8.739016830997508,Wildfire,524.898257158263,11.0,0.004552453512920307
3537,No Fire Name Provided (2),1970,7.964560609582818,Wildfire,587.9773183963308,12.0,0.0037039005987894785
3538,No Fire Name Provided (2),1970,7.184786936633669,Wildfire,555.720782910914,12.0,0.0035352109159838764
3539,No Fire Name Provided (2),1970,7.160696412375775,Wildfire,560.7124785281856,12.0,0.003491990994027035
3540,No Fire Name Provided (2),1970,7.1599089353337035,Wildfire,636.6119647914214,13.0,0.003075323286056611
