"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1981"	"1981"	"Postinflammatory pulmonary fibrosis"	"515"	1	40736	2.5 (Unreliable)	0.1	13.7	2.5	1.9 (Unreliable)	0.0	10.6	1.9	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1982"	"1982"	"Bronchopneumonia, organism unspecified"	"485"	1	41921	2.4 (Unreliable)	0.1	13.3	2.4	2.4 (Unreliable)	0.1	13.1	2.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1982"	"1982"	"Pneumonia, organism unspecified"	"486"	1	41921	2.4 (Unreliable)	0.1	13.3	2.4	2.0 (Unreliable)	0.0	10.9	2.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1982"	"1982"	"With other respiratory manifestations"	"487.1"	1	41921	2.4 (Unreliable)	0.1	13.3	2.4	2.4 (Unreliable)	0.1	13.1	2.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1982"	"1982"	"Obstructive chronic bronchitis"	"491.2"	1	41921	2.4 (Unreliable)	0.1	13.3	2.4	2.0 (Unreliable)	0.0	10.9	2.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1982"	"1982"	"Emphysema"	"492"	2	41921	4.8 (Unreliable)	0.6	17.2	3.4	4.7 (Unreliable)	0.6	17.0	3.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1982"	"1982"	"Asthma, unspecified"	"493.9"	1	41921	2.4 (Unreliable)	0.1	13.3	2.4	2.4 (Unreliable)	0.1	13.1	2.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1982"	"1982"	"Chronic airway obstruction, not elsewhere classified"	"496"	8	41921	19.1 (Unreliable)	8.2	37.6	6.7	18.4 (Unreliable)	8.0	36.3	6.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1982"	"1982"	"Without mention of fistula"	"510.9"	1	41921	2.4 (Unreliable)	0.1	13.3	2.4	3.8 (Unreliable)	0.1	21.0	3.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1982"	"1982"	"Postinflammatory pulmonary fibrosis"	"515"	2	41921	4.8 (Unreliable)	0.6	17.2	3.4	4.6 (Unreliable)	0.6	16.6	3.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"Viral pneumonia, unspecified"	"480.9"	1	44377	2.3 (Unreliable)	0.1	12.6	2.3	2.2 (Unreliable)	0.1	12.2	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"Pneumonia, organism unspecified"	"486"	7	44377	15.8 (Unreliable)	6.3	32.5	6.0	17.7 (Unreliable)	7.1	36.6	6.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"With pneumonia"	"487.0"	1	44377	2.3 (Unreliable)	0.1	12.6	2.3	3.3 (Unreliable)	0.1	18.6	3.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"Obstructive chronic bronchitis"	"491.2"	1	44377	2.3 (Unreliable)	0.1	12.6	2.3	2.2 (Unreliable)	0.1	12.1	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"Emphysema"	"492"	3	44377	6.8 (Unreliable)	1.4	19.8	3.9	6.4 (Unreliable)	1.3	18.8	3.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"Asthma, unspecified"	"493.9"	2	44377	4.5 (Unreliable)	0.5	16.3	3.2	3.9 (Unreliable)	0.5	13.9	2.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"Chronic airway obstruction, not elsewhere classified"	"496"	4	44377	9.0 (Unreliable)	2.5	23.1	4.5	8.6 (Unreliable)	2.3	22.0	4.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"Postinflammatory pulmonary fibrosis"	"515"	1	44377	2.3 (Unreliable)	0.1	12.6	2.3	1.9 (Unreliable)	0.0	10.8	1.9	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"Other specified alveolar and parietoalveolar pneumonopathies"	"516.8"	2	44377	4.5 (Unreliable)	0.5	16.3	3.2	4.8 (Unreliable)	0.6	17.4	3.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"Pulmonary eosinophilia"	"518.3"	1	44377	2.3 (Unreliable)	0.1	12.6	2.3	2.6 (Unreliable)	0.1	14.3	2.6	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1983"	"1983"	"Other diseases of lung"	"518.8"	1	44377	2.3 (Unreliable)	0.1	12.6	2.3	2.2 (Unreliable)	0.1	12.2	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Acute laryngitis"	"464.0"	1	45216	2.2 (Unreliable)	0.1	12.3	2.2	2.1 (Unreliable)	0.1	11.9	2.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Other diseases of pharynx, not elsewhere classified"	"478.2"	1	45216	2.2 (Unreliable)	0.1	12.3	2.2	2.0 (Unreliable)	0.0	11.0	2.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Viral pneumonia, unspecified"	"480.9"	1	45216	2.2 (Unreliable)	0.1	12.3	2.2	2.2 (Unreliable)	0.1	12.4	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Pneumonia due to staphylococcus"	"482.4"	1	45216	2.2 (Unreliable)	0.1	12.3	2.2	2.2 (Unreliable)	0.1	12.1	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Bacterial pneumonia unspecified"	"482.9"	1	45216	2.2 (Unreliable)	0.1	12.3	2.2	2.1 (Unreliable)	0.1	11.9	2.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Bronchopneumonia, organism unspecified"	"485"	3	45216	6.6 (Unreliable)	1.4	19.4	3.8	7.0 (Unreliable)	1.4	20.4	4.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Pneumonia, organism unspecified"	"486"	12	45216	26.5 (Unreliable)	13.7	46.4	7.7	28.9 (Unreliable)	14.9	50.5	8.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Bronchitis, not specified as acute or chronic"	"490"	1	45216	2.2 (Unreliable)	0.1	12.3	2.2	2.2 (Unreliable)	0.1	12.1	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Emphysema"	"492"	1	45216	2.2 (Unreliable)	0.1	12.3	2.2	2.0 (Unreliable)	0.0	11.0	2.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Asthma, unspecified"	"493.9"	1	45216	2.2 (Unreliable)	0.1	12.3	2.2	2.2 (Unreliable)	0.1	12.1	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Chronic airway obstruction, not elsewhere classified"	"496"	12	45216	26.5 (Unreliable)	13.7	46.4	7.7	25.1 (Unreliable)	13.0	43.8	7.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Postinflammatory pulmonary fibrosis"	"515"	2	45216	4.4 (Unreliable)	0.5	16.0	3.1	4.7 (Unreliable)	0.6	17.2	3.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1984"	"1984"	"Pulmonary insufficiency following trauma and surgery"	"518.5"	1	45216	2.2 (Unreliable)	0.1	12.3	2.2	2.0 (Unreliable)	0.0	11.0	2.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Bronchopneumonia, organism unspecified"	"485"	3	46082	6.5 (Unreliable)	1.3	19.0	3.8	8.5 (Unreliable)	1.8	24.9	5.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Pneumonia, organism unspecified"	"486"	15	46082	32.6 (Unreliable)	18.2	53.7	8.4	32.6 (Unreliable)	18.3	53.8	8.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Unspecified chronic bronchitis"	"491.9"	1	46082	2.2 (Unreliable)	0.1	12.1	2.2	2.0 (Unreliable)	0.1	11.1	2.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Emphysema"	"492"	3	46082	6.5 (Unreliable)	1.3	19.0	3.8	6.5 (Unreliable)	1.3	18.9	3.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Asthma, unspecified"	"493.9"	1	46082	2.2 (Unreliable)	0.1	12.1	2.2	2.2 (Unreliable)	0.1	12.2	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Chronic airway obstruction, not elsewhere classified"	"496"	10	46082	21.7 (Unreliable)	10.4	39.9	6.9	21.3 (Unreliable)	10.2	39.1	6.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Due to inhalation of food or vomitus"	"507.0"	3	46082	6.5 (Unreliable)	1.3	19.0	3.8	6.9 (Unreliable)	1.4	20.3	4.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Pneumothorax"	"512"	1	46082	2.2 (Unreliable)	0.1	12.1	2.2	2.5 (Unreliable)	0.1	13.8	2.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Postinflammatory pulmonary fibrosis"	"515"	1	46082	2.2 (Unreliable)	0.1	12.1	2.2	1.4 (Unreliable)	0.0	7.9	1.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Other diseases of lung"	"518.8"	1	46082	2.2 (Unreliable)	0.1	12.1	2.2	2.5 (Unreliable)	0.1	13.8	2.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Other diseases of respiratory system, not elsewhere classified"	"519.8"	1	46082	2.2 (Unreliable)	0.1	12.1	2.2	2.2 (Unreliable)	0.1	12.2	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1985"	"1985"	"Unspecified disease of respiratory system"	"519.9"	1	46082	2.2 (Unreliable)	0.1	12.1	2.2	2.2 (Unreliable)	0.1	12.2	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1986"	"1986"	"Viral pneumonia, unspecified"	"480.9"	1	46484	2.2 (Unreliable)	0.1	12.0	2.2	2.0 (Unreliable)	0.1	11.3	2.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1986"	"1986"	"Pneumonia due to other specified bacteria"	"482.8"	1	46484	2.2 (Unreliable)	0.1	12.0	2.2	2.2 (Unreliable)	0.1	12.1	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1986"	"1986"	"Bronchopneumonia, organism unspecified"	"485"	3	46484	6.5 (Unreliable)	1.3	18.9	3.7	6.5 (Unreliable)	1.3	19.1	3.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1986"	"1986"	"Pneumonia, organism unspecified"	"486"	13	46484	28.0 (Unreliable)	14.9	47.8	7.8	28.8 (Unreliable)	15.3	49.2	8.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1986"	"1986"	"Emphysema"	"492"	5	46484	10.8 (Unreliable)	3.5	25.1	4.8	10.8 (Unreliable)	3.5	25.2	4.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1986"	"1986"	"Chronic airway obstruction, not elsewhere classified"	"496"	12	46484	25.8 (Unreliable)	13.3	45.1	7.5	26.6 (Unreliable)	13.7	46.5	7.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1986"	"1986"	"Postinflammatory pulmonary fibrosis"	"515"	1	46484	2.2 (Unreliable)	0.1	12.0	2.2	2.2 (Unreliable)	0.1	12.1	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1986"	"1986"	"Unspecified disease of respiratory system"	"519.9"	1	46484	2.2 (Unreliable)	0.1	12.0	2.2	2.2 (Unreliable)	0.1	12.1	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1987"	"1987"	"Acute bronchitis"	"466.0"	1	46263	2.2 (Unreliable)	0.1	12.0	2.2	2.4 (Unreliable)	0.1	13.2	2.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1987"	"1987"	"Pneumonia due to pseudomonas"	"482.1"	2	46263	4.3 (Unreliable)	0.5	15.6	3.1	4.1 (Unreliable)	0.5	14.8	2.9	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1987"	"1987"	"Pneumonia due to staphylococcus"	"482.4"	1	46263	2.2 (Unreliable)	0.1	12.0	2.2	2.2 (Unreliable)	0.1	12.1	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1987"	"1987"	"Pneumonia, organism unspecified"	"486"	12	46263	25.9 (Unreliable)	13.4	45.3	7.5	26.8 (Unreliable)	13.8	46.7	7.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1987"	"1987"	"Emphysema"	"492"	4	46263	8.6 (Unreliable)	2.4	22.1	4.3	10.4 (Unreliable)	2.8	26.6	5.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1987"	"1987"	"Chronic airway obstruction, not elsewhere classified"	"496"	16	46263	34.6 (Unreliable)	19.8	56.2	8.6	36.6 (Unreliable)	20.9	59.4	9.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1987"	"1987"	"Postinflammatory pulmonary fibrosis"	"515"	1	46263	2.2 (Unreliable)	0.1	12.0	2.2	2.4 (Unreliable)	0.1	13.2	2.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1987"	"1987"	"Other diseases of lung"	"518.8"	2	46263	4.3 (Unreliable)	0.5	15.6	3.1	4.2 (Unreliable)	0.5	15.3	3.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1988"	"1988"	"Pneumonia due to pseudomonas"	"482.1"	1	48126	2.1 (Unreliable)	0.1	11.6	2.1	2.1 (Unreliable)	0.1	11.5	2.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1988"	"1988"	"Bronchopneumonia, organism unspecified"	"485"	1	48126	2.1 (Unreliable)	0.1	11.6	2.1	2.2 (Unreliable)	0.1	12.5	2.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1988"	"1988"	"Pneumonia, organism unspecified"	"486"	13	48126	27.0 (Unreliable)	14.4	46.2	7.5	27.8 (Unreliable)	14.8	47.6	7.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1988"	"1988"	"Emphysema"	"492"	7	48126	14.5 (Unreliable)	5.8	30.0	5.5	15.2 (Unreliable)	6.1	31.3	5.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1988"	"1988"	"Asthma, unspecified"	"493.9"	3	48126	6.2 (Unreliable)	1.3	18.2	3.6	7.9 (Unreliable)	1.6	23.2	4.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1988"	"1988"	"Chronic airway obstruction, not elsewhere classified"	"496"	12	48126	24.9 (Unreliable)	12.9	43.6	7.2	25.2 (Unreliable)	13.0	44.1	7.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1988"	"1988"	"Due to inhalation of food or vomitus"	"507.0"	1	48126	2.1 (Unreliable)	0.1	11.6	2.1	3.4 (Unreliable)	0.1	18.8	3.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1988"	"1988"	"Postinflammatory pulmonary fibrosis"	"515"	2	48126	4.2 (Unreliable)	0.5	15.0	2.9	4.5 (Unreliable)	0.5	16.2	3.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1988"	"1988"	"Other specified alveolar and parietoalveolar pneumonopathies"	"516.8"	1	48126	2.1 (Unreliable)	0.1	11.6	2.1	2.1 (Unreliable)	0.1	11.5	2.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1989"	"1989"	"Pneumonia, organism unspecified"	"486"	17	48610	35.0 (Unreliable)	20.4	56.0	8.5	36.4 (Unreliable)	21.2	58.3	8.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1990"	"1990"	"Pneumonia, organism unspecified"	"486"	14	48039	29.1 (Unreliable)	15.9	48.9	7.8	29.5 (Unreliable)	16.1	49.5	7.9	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1990"	"1990"	"Chronic airway obstruction, not elsewhere classified"	"496"	15	48039	31.2 (Unreliable)	17.5	51.5	8.1	32.8 (Unreliable)	18.4	54.1	8.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1991"	"1991"	"Pneumonia, organism unspecified"	"486"	12	48292	24.8 (Unreliable)	12.8	43.4	7.2	24.9 (Unreliable)	12.9	43.5	7.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1991"	"1991"	"Chronic airway obstruction, not elsewhere classified"	"496"	14	48292	29.0 (Unreliable)	15.8	48.6	7.7	30.0 (Unreliable)	16.4	50.4	8.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1992"	"1992"	"Pneumonia, organism unspecified"	"486"	10	48625	20.6 (Unreliable)	9.9	37.8	6.5	20.4 (Unreliable)	9.8	37.5	6.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1992"	"1992"	"Chronic airway obstruction, not elsewhere classified"	"496"	13	48625	26.7 (Unreliable)	14.2	45.7	7.4	27.6 (Unreliable)	14.7	47.2	7.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1993"	"1993"	"Pneumonia, organism unspecified"	"486"	12	49760	24.1 (Unreliable)	12.5	42.1	7.0	23.6 (Unreliable)	12.2	41.2	6.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1993"	"1993"	"Chronic airway obstruction, not elsewhere classified"	"496"	17	49760	34.2 (Unreliable)	19.9	54.7	8.3	33.8 (Unreliable)	19.7	54.1	8.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1994"	"1994"	"Pneumonia, organism unspecified"	"486"	12	50743	23.6 (Unreliable)	12.2	41.3	6.8	23.2 (Unreliable)	12.0	40.5	6.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1994"	"1994"	"Chronic airway obstruction, not elsewhere classified"	"496"	12	50743	23.6 (Unreliable)	12.2	41.3	6.8	24.4 (Unreliable)	12.6	42.6	7.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1995"	"1995"	"Pneumonia, organism unspecified"	"486"	11	53087	20.7 (Unreliable)	10.3	37.1	6.2	21.4 (Unreliable)	10.7	38.3	6.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1995"	"1995"	"Chronic airway obstruction, not elsewhere classified"	"496"	15	53087	28.3 (Unreliable)	15.8	46.6	7.3	29.4 (Unreliable)	16.4	48.5	7.6	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1996"	"1996"	"Pneumonia, organism unspecified"	"486"	21	53467	39.3	24.3	60.0	8.6	39.6	24.5	60.5	8.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1996"	"1996"	"Chronic airway obstruction, not elsewhere classified"	"496"	18	53467	33.7 (Unreliable)	20.0	53.2	7.9	36.7 (Unreliable)	21.8	58.0	8.7	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1997"	"1997"	"Pneumonia, organism unspecified"	"486"	18	54055	33.3 (Unreliable)	19.7	52.6	7.8	35.1 (Unreliable)	20.8	55.4	8.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1997"	"1997"	"Chronic airway obstruction, not elsewhere classified"	"496"	15	54055	27.7 (Unreliable)	15.5	45.8	7.2	30.2 (Unreliable)	16.9	49.8	7.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1998"	"1998"	"Pneumonia, organism unspecified"	"486"	17	54360	31.3 (Unreliable)	18.2	50.1	7.6	33.3 (Unreliable)	19.4	53.4	8.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1998"	"1998"	"Emphysema"	"492"	10	54360	18.4 (Unreliable)	8.8	33.8	5.8	19.8 (Unreliable)	9.5	36.5	6.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1998"	"1998"	"Chronic airway obstruction, not elsewhere classified"	"496"	25	54360	46.0	29.8	67.9	9.2	49.7	32.1	73.3	10.0	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1979"	"1979"	"Acute bronchitis"	"466.0"	1	12805	7.8 (Unreliable)	0.2	43.5	7.8	10.0 (Unreliable)	0.3	55.7	10.0	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1979"	"1979"	"Emphysema"	"492"	1	12805	7.8 (Unreliable)	0.2	43.5	7.8	8.0 (Unreliable)	0.2	44.4	8.0	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1979"	"1979"	"Chronic airway obstruction, not elsewhere classified"	"496"	3	12805	23.4 (Unreliable)	4.8	68.5	13.5	43.1 (Unreliable)	8.9	126.1	26.1	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1980"	"1980"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	1	13318	7.5 (Unreliable)	0.2	41.8	7.5	9.7 (Unreliable)	0.2	53.9	9.7	0.0%
