"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1976"	"1976"	"Acute bronchitis and bronchiolitis"	"466"	1	33415	3.0 (Unreliable)	0.1	16.7	3.0	2.1 (Unreliable)	0.1	11.5	2.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1976"	"1976"	"Influenza with pneumonia"	"471"	3	33415	9.0 (Unreliable)	1.9	26.2	5.2	9.1 (Unreliable)	1.9	26.5	5.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1976"	"1976"	"Bronchopneumonia, unspecified"	"485"	1	33415	3.0 (Unreliable)	0.1	16.7	3.0	2.6 (Unreliable)	0.1	14.7	2.6	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1976"	"1976"	"Pneumonia, unspecified"	"486"	1	33415	3.0 (Unreliable)	0.1	16.7	3.0	5.4 (Unreliable)	0.1	29.8	5.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1976"	"1976"	"Emphysema"	"492"	5	33415	15.0 (Unreliable)	4.9	34.9	6.7	13.0 (Unreliable)	4.2	30.3	5.8	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1976"	"1976"	"Other chronic interstitial pneumonia"	"517"	2	33415	6.0 (Unreliable)	0.7	21.6	4.2	4.1 (Unreliable)	0.5	14.9	2.9	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1977"	"1977"	"Bronchopneumonia, unspecified"	"485"	2	34850	5.7 (Unreliable)	0.7	20.7	4.1	4.8 (Unreliable)	0.6	17.5	3.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1977"	"1977"	"Pneumonia, unspecified"	"486"	8	34850	23.0 (Unreliable)	9.9	45.2	8.1	22.6 (Unreliable)	9.7	44.4	8.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1977"	"1977"	"Chronic bronchitis"	"491"	1	34850	2.9 (Unreliable)	0.1	16.0	2.9	2.1 (Unreliable)	0.1	11.5	2.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1977"	"1977"	"Emphysema"	"492"	5	34850	14.3 (Unreliable)	4.7	33.5	6.4	13.6 (Unreliable)	4.4	31.7	6.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1977"	"1977"	"Other chronic interstitial pneumonia"	"517"	1	34850	2.9 (Unreliable)	0.1	16.0	2.9	2.6 (Unreliable)	0.1	14.6	2.6	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1977"	"1977"	"Other diseases of lung"	"519.2"	1	34850	2.9 (Unreliable)	0.1	16.0	2.9	2.1 (Unreliable)	0.1	11.5	2.1	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1977"	"1977"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	3	34850	8.6 (Unreliable)	1.8	25.2	5.0	7.7 (Unreliable)	1.6	22.4	4.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1978"	"1978"	"Influenza, unqualified"	"470"	1	36523	2.7 (Unreliable)	0.1	15.3	2.7	2.4 (Unreliable)	0.1	13.3	2.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1978"	"1978"	"Influenza with pneumonia"	"471"	1	36523	2.7 (Unreliable)	0.1	15.3	2.7	3.0 (Unreliable)	0.1	16.8	3.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1978"	"1978"	"Pneumococcal pneumonia"	"481"	1	36523	2.7 (Unreliable)	0.1	15.3	2.7	2.4 (Unreliable)	0.1	13.3	2.4	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1978"	"1978"	"Bronchopneumonia, unspecified"	"485"	3	36523	8.2 (Unreliable)	1.7	24.0	4.7	6.9 (Unreliable)	1.4	20.1	4.0	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1978"	"1978"	"Pneumonia, unspecified"	"486"	8	36523	21.9 (Unreliable)	9.5	43.2	7.7	20.5 (Unreliable)	8.8	40.3	7.3	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1978"	"1978"	"Chronic bronchitis"	"491"	1	36523	2.7 (Unreliable)	0.1	15.3	2.7	2.5 (Unreliable)	0.1	14.1	2.5	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1978"	"1978"	"Emphysema"	"492"	2	36523	5.5 (Unreliable)	0.7	19.8	3.9	4.5 (Unreliable)	0.5	16.3	3.2	0.0%
	"Texas"	"48"	"Anderson County, TX"	"48001"	"1978"	"1978"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	3	36523	8.2 (Unreliable)	1.7	24.0	4.7	6.5 (Unreliable)	1.3	18.9	3.8	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1968"	"1968"	"Influenza, unqualified"	"470"	1	9629	10.4 (Unreliable)	0.3	57.9	10.4	28.2 (Unreliable)	0.7	157.1	28.2	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1968"	"1968"	"Bronchopneumonia, unspecified"	"485"	1	9629	10.4 (Unreliable)	0.3	57.9	10.4	28.2 (Unreliable)	0.7	157.1	28.2	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1968"	"1968"	"Pneumonia, unspecified"	"486"	2	9629	20.8 (Unreliable)	2.5	75.0	14.7	23.4 (Unreliable)	2.8	84.6	16.6	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1969"	"1969"	"Bronchopneumonia, unspecified"	"485"	1	10021	10.0 (Unreliable)	0.3	55.6	10.0	64.6 (Unreliable)	1.6	360.0	64.6	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1969"	"1969"	"Pneumonia, unspecified"	"486"	3	10021	29.9 (Unreliable)	6.2	87.5	17.3	99.2 (Unreliable)	12.0	358.3	70.3	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1969"	"1969"	"Emphysema"	"492"	1	10021	10.0 (Unreliable)	0.3	55.6	10.0	19.1 (Unreliable)	0.5	106.3	19.1	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1970"	"1970"	"Pneumonia, unspecified"	"486"	1	10414	9.6 (Unreliable)	0.2	53.5	9.6	6.3 (Unreliable)	0.2	35.3	6.3	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1971"	"1971"	"Pneumonia, unspecified"	"486"	4	11010	36.3 (Unreliable)	9.9	93.0	18.2	86.6 (Unreliable)	17.9	253.1	53.7	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1971"	"1971"	"Emphysema"	"492"	2	11010	18.2 (Unreliable)	2.2	65.6	12.8	31.4 (Unreliable)	3.8	113.6	22.2	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1972"	"1972"	"Emphysema"	"492"	4	11126	36.0 (Unreliable)	9.8	92.1	18.0	92.0 (Unreliable)	25.1	235.5	46.0	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1972"	"1972"	"Abscess of lung"	"513"	2	11126	18.0 (Unreliable)	2.2	64.9	12.7	20.2 (Unreliable)	2.4	72.9	14.3	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1973"	"1973"	"Pneumonia, unspecified"	"486"	1	10562	9.5 (Unreliable)	0.2	52.8	9.5	41.9 (Unreliable)	1.1	233.5	41.9	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1973"	"1973"	"Emphysema"	"492"	1	10562	9.5 (Unreliable)	0.2	52.8	9.5	13.1 (Unreliable)	0.3	73.0	13.1	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1974"	"1974"	"Influenza, unqualified"	"470"	1	10745	9.3 (Unreliable)	0.2	51.9	9.3	9.8 (Unreliable)	0.2	54.8	9.8	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1974"	"1974"	"Pneumonia, unspecified"	"486"	2	10745	18.6 (Unreliable)	2.3	67.2	13.2	59.2 (Unreliable)	7.2	213.7	43.8	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1974"	"1974"	"Emphysema"	"492"	1	10745	9.3 (Unreliable)	0.2	51.9	9.3	12.8 (Unreliable)	0.3	71.2	12.8	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1974"	"1974"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	3	10745	27.9 (Unreliable)	5.8	81.6	16.1	45.9 (Unreliable)	9.5	134.2	27.2	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1975"	"1975"	"Influenza, unqualified"	"470"	1	11724	8.5 (Unreliable)	0.2	47.5	8.5	12.5 (Unreliable)	0.3	69.6	12.5	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1975"	"1975"	"Influenza with pneumonia"	"471"	1	11724	8.5 (Unreliable)	0.2	47.5	8.5	12.5 (Unreliable)	0.3	69.6	12.5	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1975"	"1975"	"Pneumonia, unspecified"	"486"	2	11724	17.1 (Unreliable)	2.1	61.6	12.1	37.5 (Unreliable)	4.5	135.5	26.5	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1975"	"1975"	"Chronic bronchitis"	"491"	1	11724	8.5 (Unreliable)	0.2	47.5	8.5	18.8 (Unreliable)	0.5	104.5	18.8	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1975"	"1975"	"Emphysema"	"492"	2	11724	17.1 (Unreliable)	2.1	61.6	12.1	27.7 (Unreliable)	3.4	100.2	20.8	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1975"	"1975"	"Abscess of lung"	"513"	1	11724	8.5 (Unreliable)	0.2	47.5	8.5	9.1 (Unreliable)	0.2	50.5	9.1	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1975"	"1975"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	2	11724	17.1 (Unreliable)	2.1	61.6	12.1	31.2 (Unreliable)	3.8	112.9	22.5	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1976"	"1976"	"Influenza, unqualified"	"470"	2	11893	16.8 (Unreliable)	2.0	60.7	11.9	64.6 (Unreliable)	7.8	233.4	45.7	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1976"	"1976"	"Influenza with pneumonia"	"471"	1	11893	8.4 (Unreliable)	0.2	46.8	8.4	11.9 (Unreliable)	0.3	66.3	11.9	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1976"	"1976"	"Bronchopneumonia, unspecified"	"485"	1	11893	8.4 (Unreliable)	0.2	46.8	8.4	32.3 (Unreliable)	0.8	180.0	32.3	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1976"	"1976"	"Pneumonia, unspecified"	"486"	1	11893	8.4 (Unreliable)	0.2	46.8	8.4	6.5 (Unreliable)	0.2	36.0	6.5	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1976"	"1976"	"Chronic bronchitis"	"491"	1	11893	8.4 (Unreliable)	0.2	46.8	8.4	11.9 (Unreliable)	0.3	66.3	11.9	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1976"	"1976"	"Other specified forms of effusion, except tuberculous"	"511.2"	1	11893	8.4 (Unreliable)	0.2	46.8	8.4	8.7 (Unreliable)	0.2	48.7	8.7	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1976"	"1976"	"Pulmonary congestion and hypostasis"	"514"	1	11893	8.4 (Unreliable)	0.2	46.8	8.4	9.3 (Unreliable)	0.2	51.6	9.3	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1977"	"1977"	"Bronchopneumonia, unspecified"	"485"	1	12056	8.3 (Unreliable)	0.2	46.2	8.3	9.4 (Unreliable)	0.2	52.5	9.4	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1977"	"1977"	"Pneumonia, unspecified"	"486"	1	12056	8.3 (Unreliable)	0.2	46.2	8.3	8.6 (Unreliable)	0.2	47.9	8.6	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1977"	"1977"	"Chronic bronchitis"	"491"	1	12056	8.3 (Unreliable)	0.2	46.2	8.3	8.6 (Unreliable)	0.2	47.9	8.6	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1977"	"1977"	"Emphysema"	"492"	1	12056	8.3 (Unreliable)	0.2	46.2	8.3	18.4 (Unreliable)	0.5	102.4	18.4	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1977"	"1977"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	1	12056	8.3 (Unreliable)	0.2	46.2	8.3	11.5 (Unreliable)	0.3	64.3	11.5	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1978"	"1978"	"Influenza, unqualified"	"470"	1	12462	8.0 (Unreliable)	0.2	44.7	8.0	19.1 (Unreliable)	0.5	106.3	19.1	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1978"	"1978"	"Pneumococcal pneumonia"	"481"	1	12462	8.0 (Unreliable)	0.2	44.7	8.0	9.4 (Unreliable)	0.2	52.2	9.4	0.0%
	"Texas"	"48"	"Andrews County, TX"	"48003"	"1978"	"1978"	"Chronic bronchitis"	"491"	2	12462	16.0 (Unreliable)	1.9	58.0	11.3	19.0 (Unreliable)	2.3	68.6	13.5	0.0%
