"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2004"	"2004"	"Pneumonia, unspecified"	"J18.9"	16	82070	19.5 (Unreliable)	11.1	31.7	4.9	19.3 (Unreliable)	11.0	31.4	4.8	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2004"	"2004"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	30	82070	36.6	24.7	52.2	6.7	36.0	24.3	51.4	6.6	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2005"	"2005"	"Pneumonia, unspecified"	"J18.9"	11	82553	13.3 (Unreliable)	6.7	23.8	4.0	13.0 (Unreliable)	6.5	23.3	3.9	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2005"	"2005"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	36	82553	43.6	30.5	60.4	7.3	42.6	29.8	58.9	7.1	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2006"	"2006"	"Pneumonia, unspecified"	"J18.9"	12	83810	14.3 (Unreliable)	7.4	25.0	4.1	13.3 (Unreliable)	6.8	23.2	3.8	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2006"	"2006"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	37	83810	44.1	31.1	60.9	7.3	42.2	29.7	58.2	7.0	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2006"	"2006"	"Pneumonitis due to food and vomit"	"J69.0"	12	83810	14.3 (Unreliable)	7.4	25.0	4.1	13.9 (Unreliable)	7.2	24.2	4.0	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2007"	"2007"	"Pneumonia, unspecified"	"J18.9"	17	84518	20.1 (Unreliable)	11.7	32.2	4.9	18.6 (Unreliable)	10.8	29.8	4.5	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2007"	"2007"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	28	84518	33.1	22.0	47.9	6.3	32.7	21.8	47.3	6.2	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2008"	"2008"	"Pneumonia, unspecified"	"J18.9"	20	84961	23.5	14.4	36.4	5.3	22.8	13.9	35.2	5.1	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2008"	"2008"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	13	84961	15.3 (Unreliable)	8.1	26.2	4.2	14.2 (Unreliable)	7.6	24.3	3.9	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2008"	"2008"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	34	84961	40.0	27.7	55.9	6.9	38.0	26.3	53.1	6.5	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2009"	"2009"	"Pneumonia, unspecified"	"J18.9"	12	86029	13.9 (Unreliable)	7.2	24.4	4.0	14.3 (Unreliable)	7.4	24.9	4.1	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2009"	"2009"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	16	86029	18.6 (Unreliable)	10.6	30.2	4.6	17.3 (Unreliable)	9.9	28.1	4.3	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2009"	"2009"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	43	86029	50.0	36.2	67.3	7.6	46.5	33.5	62.8	7.1	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2010"	"2010"	"Pneumonia, unspecified"	"J18.9"	18	86771	20.7 (Unreliable)	12.3	32.8	4.9	19.1 (Unreliable)	11.3	30.2	4.5	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2010"	"2010"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	27	86771	31.1	20.5	45.3	6.0	28.1	18.5	40.9	5.4	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2011"	"2011"	"Pneumonia, unspecified"	"J18.9"	11	87275	12.6 (Unreliable)	6.3	22.6	3.8	11.4 (Unreliable)	5.7	20.5	3.5	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2011"	"2011"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	23	87275	26.4	16.7	39.5	5.5	23.5	14.9	35.2	4.9	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2012"	"2012"	"Pneumonia, unspecified"	"J18.9"	10	87520	11.4 (Unreliable)	5.5	21.0	3.6	10.3 (Unreliable)	4.9	18.9	3.3	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2012"	"2012"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	37	87520	42.3	29.8	58.3	7.0	37.0	26.1	51.0	6.1	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2013"	"2013"	"Pneumonia, unspecified"	"J18.9"	15	87409	17.2 (Unreliable)	9.6	28.3	4.4	14.5 (Unreliable)	8.1	23.9	3.8	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2013"	"2013"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	28	87409	32.0	21.3	46.3	6.1	28.0	18.6	40.4	5.3	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2014"	"2014"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	26	87628	29.7	19.4	43.5	5.8	24.8	16.2	36.3	4.9	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2014"	"2014"	"Pneumonitis due to food and vomit"	"J69.0"	13	87628	14.8 (Unreliable)	7.9	25.4	4.1	12.3 (Unreliable)	6.5	21.0	3.4	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2015"	"2015"	"Pneumonia, unspecified"	"J18.9"	18	87938	20.5 (Unreliable)	12.1	32.3	4.8	18.0 (Unreliable)	10.6	28.4	4.3	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2015"	"2015"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	38	87938	43.2	30.6	59.3	7.0	35.7	25.2	49.0	5.8	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2015"	"2015"	"Pneumonitis due to food and vomit"	"J69.0"	12	87938	13.6 (Unreliable)	7.1	23.8	3.9	11.4 (Unreliable)	5.9	19.9	3.3	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	11	87791	12.5 (Unreliable)	6.3	22.4	3.8	10.3 (Unreliable)	5.1	18.4	3.1	0.0%
	"Texas"	"48"	"Angelina County, TX"	"48005"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	45	87791	51.3	37.4	68.6	7.6	42.1	30.7	56.4	6.3	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"1999"	"1999"	"Pneumonia, unspecified"	"J18.9"	13	22417	58.0 (Unreliable)	30.9	99.2	16.1	49.4 (Unreliable)	26.3	84.5	13.8	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2000"	"2000"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	18	22497	80.0 (Unreliable)	47.4	126.5	18.9	56.1 (Unreliable)	32.7	89.8	13.4	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2002"	"2002"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	22616	44.2 (Unreliable)	21.2	81.3	14.0	28.2 (Unreliable)	13.5	51.9	9.0	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2003"	"2003"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	22843	43.8 (Unreliable)	21.0	80.5	13.8	30.2 (Unreliable)	13.8	57.3	10.0	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2004"	"2004"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	15	23067	65.0 (Unreliable)	36.4	107.3	16.8	42.3 (Unreliable)	23.7	69.8	11.0	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2006"	"2006"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	20	23395	85.5	52.2	132.0	19.1	56.9	34.2	88.8	12.9	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2008"	"2008"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	18	23225	77.5 (Unreliable)	45.9	122.5	18.3	49.3 (Unreliable)	28.7	79.0	12.0	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2009"	"2009"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	16	23291	68.7 (Unreliable)	39.3	111.6	17.2	47.1 (Unreliable)	25.8	79.1	12.6	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2010"	"2010"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	23158	56.1 (Unreliable)	29.9	96.0	15.6	30.1 (Unreliable)	16.0	51.4	8.4	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2011"	"2011"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	17	23354	72.8 (Unreliable)	42.4	116.5	17.7	40.6 (Unreliable)	23.2	65.9	10.1	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2012"	"2012"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	23665	50.7 (Unreliable)	26.2	88.6	14.6	27.1 (Unreliable)	13.6	48.6	8.2	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2013"	"2013"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	24124	49.7 (Unreliable)	25.7	86.9	14.4	27.9 (Unreliable)	13.9	50.0	8.4	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2014"	"2014"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	24872	40.2 (Unreliable)	19.3	73.9	12.7	22.6 (Unreliable)	10.3	42.9	7.5	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2015"	"2015"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	25261	55.4 (Unreliable)	30.3	93.0	14.8	30.2 (Unreliable)	16.5	50.6	8.1	0.0%
	"Texas"	"48"	"Aransas County, TX"	"48007"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	25721	54.4 (Unreliable)	29.8	91.3	14.5	28.6 (Unreliable)	15.7	48.0	7.7	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"1999"	"1999"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	37736	26.5 (Unreliable)	12.7	48.7	8.4	30.7 (Unreliable)	14.7	56.5	9.7	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2002"	"2002"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	40767	31.9 (Unreliable)	17.0	54.5	8.8	39.1 (Unreliable)	20.8	66.8	10.9	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2003"	"2003"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	41306	24.2 (Unreliable)	11.6	44.5	7.7	29.3 (Unreliable)	14.0	53.8	9.3	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2004"	"2004"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	19	42109	45.1 (Unreliable)	27.2	70.5	10.4	52.5 (Unreliable)	31.6	82.0	12.1	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2005"	"2005"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	42495	28.2 (Unreliable)	14.6	49.3	8.2	31.3 (Unreliable)	16.2	54.6	9.1	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2008"	"2008"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	43947	29.6 (Unreliable)	15.8	50.6	8.2	30.0 (Unreliable)	16.0	51.3	8.4	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2009"	"2009"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	44623	22.4 (Unreliable)	10.7	41.2	7.1	22.0 (Unreliable)	10.6	40.5	7.0	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2010"	"2010"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	44911	22.3 (Unreliable)	10.7	40.9	7.0	23.9 (Unreliable)	11.5	43.9	7.6	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2011"	"2011"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	17	45486	37.4 (Unreliable)	21.8	59.8	9.1	37.9 (Unreliable)	22.1	60.6	9.3	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2013"	"2013"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	47078	27.6 (Unreliable)	14.7	47.2	7.7	26.4 (Unreliable)	14.1	45.2	7.4	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2014"	"2014"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	15	47787	31.4 (Unreliable)	17.6	51.8	8.1	29.2 (Unreliable)	16.3	48.1	7.6	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2015"	"2015"	"Pneumonia, unspecified"	"J18.9"	10	48435	20.6 (Unreliable)	9.9	38.0	6.5	20.3 (Unreliable)	9.7	37.4	6.5	0.0%
	"Texas"	"48"	"Atascosa County, TX"	"48013"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	48797	28.7 (Unreliable)	15.7	48.1	7.7	26.6 (Unreliable)	14.6	44.7	7.2	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2000"	"2000"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	23590	42.4 (Unreliable)	20.3	78.0	13.4	35.8 (Unreliable)	17.1	65.8	11.4	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2004"	"2004"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	25976	42.3 (Unreliable)	21.1	75.8	12.8	34.7 (Unreliable)	17.3	62.2	10.5	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2008"	"2008"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	27935	35.8 (Unreliable)	17.2	65.8	11.3	29.0 (Unreliable)	13.9	53.3	9.2	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2009"	"2009"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	28254	35.4 (Unreliable)	17.0	65.1	11.2	29.5 (Unreliable)	14.2	54.3	9.4	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2010"	"2010"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	28417	35.2 (Unreliable)	16.9	64.7	11.1	30.8 (Unreliable)	14.8	56.7	9.8	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2011"	"2011"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	28589	38.5 (Unreliable)	19.2	68.8	11.6	34.3 (Unreliable)	17.1	61.4	10.4	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2012"	"2012"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	28547	42.0 (Unreliable)	21.7	73.4	12.1	31.3 (Unreliable)	16.2	54.7	9.1	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2013"	"2013"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	28709	41.8 (Unreliable)	21.6	73.0	12.1	34.1 (Unreliable)	17.6	59.5	9.9	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2014"	"2014"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	28973	41.4 (Unreliable)	21.4	72.3	12.0	31.3 (Unreliable)	16.2	54.7	9.2	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2015"	"2015"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	29548	33.8 (Unreliable)	16.2	62.2	10.7	25.3 (Unreliable)	12.1	46.5	8.1	0.0%
	"Texas"	"48"	"Austin County, TX"	"48015"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	29758	40.3 (Unreliable)	20.8	70.4	11.6	28.9 (Unreliable)	14.9	50.5	8.4	0.0%
	"Texas"	"48"	"Bandera County, TX"	"48019"	"2002"	"2002"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	18652	53.6 (Unreliable)	25.7	98.6	17.0	43.7 (Unreliable)	20.0	83.0	14.2	0.0%
	"Texas"	"48"	"Bandera County, TX"	"48019"	"2006"	"2006"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	19775	60.7 (Unreliable)	31.4	106.0	17.5	43.1 (Unreliable)	22.3	75.2	12.6	0.0%
